"","X.1","X","title","artist","top.genre","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","country"
"413",413,413,"Ayy Macarena","Tyga","pop rap","1969-12-31",96,63,82,-6,7,72,132,13,23,90,"germany"
"414",414,414,"Have Yourself A Merry Little Christmas","Sam Smith","pop","1969-12-31",75,18,44,-9,32,34,171,96,4,89,"germany"
"415",415,415,"Underneath the Tree","Kelly Clarkson","dance pop","1969-12-31",160,81,51,-5,21,69,230,0,5,88,"germany"
"416",416,416,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates","album rock","1969-12-31",129,84,67,-4,11,84,126,61,3,88,"germany"
"417",417,417,"Do They Know It's Christmas? - 1984 Version","Band Aid",NA,"1969-12-31",115,64,60,-7,10,35,223,16,4,87,"germany"
"418",418,418,"Christmas Lights","Coldplay","permanent wave","1969-12-31",131,42,31,-9,8,24,242,13,3,87,"germany"
"419",419,419,"Step Into Christmas","Elton John","glam rock","1969-12-31",140,93,53,-6,31,82,272,10,4,87,"germany"
"420",420,420,"Last Christmas","Wham!","new wave pop","1969-12-31",108,48,74,-12,36,95,263,19,3,85,"germany"
"421",421,421,"Feliz Navidad","Jos� Feliciano","latin pop","1969-12-31",149,86,49,-7,35,96,182,53,4,85,"germany"
"422",422,422,"It's Beginning to Look a Lot like Christmas","Michael Bubl�","adult standards","1969-12-31",93,22,33,-11,34,36,207,88,3,84,"germany"
"423",423,423,"My Only Wish (This Year)","Britney Spears","dance pop","1969-12-31",147,73,67,-7,20,68,255,23,3,84,"germany"
"424",424,424,"Rudolph The Red-Nosed Reindeer","Dean Martin","adult standards","1969-12-31",136,20,48,-17,9,86,136,92,3,84,"germany"
"425",425,425,"Driving Home for Christmas - 2019 Remaster","Chris Rea","album rock","1969-12-31",180,58,51,-11,18,87,242,36,4,83,"germany"
"426",426,426,"COLT","Samra","german hip hop","1969-12-31",90,53,54,-6,10,18,180,35,43,83,"germany"
"427",427,427,"Der Bratan bleibt der gleiche","Capital Bra","german hip hop","1969-12-31",96,70,61,-4,57,67,192,13,37,83,"germany"
"428",428,428,"Roller","Apache 207","german hip hop","1969-12-31",128,76,94,-6,19,68,157,3,17,82,"germany"
"429",429,429,"Hallelujah","Pentatonix","a cappella","1969-12-31",119,38,32,-7,34,37,269,45,4,82,"germany"
"430",430,430,"2002","Sido","german hip hop","1969-12-31",160,69,66,-8,10,49,237,21,24,82,"germany"
"431",431,431,"Doch in der Nacht","Apache 207","german hip hop","1969-12-31",131,83,90,-7,21,71,192,12,7,81,"germany"
"432",432,432,"Thank God It's Christmas - Non-Album Single","Queen","glam rock","1969-12-31",83,42,30,-9,23,34,262,21,3,80,"germany"
"433",433,433,"Alien","RIN","german cloud rap","1969-12-31",138,60,84,-6,11,85,209,30,6,80,"germany"
"434",434,434,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",NA,"1969-12-31",150,68,58,-5,26,52,232,11,3,79,"germany"
"435",435,435,"200 km/h","Apache 207","german hip hop","1969-12-31",148,67,90,-6,11,41,163,27,16,79,"germany"
"436",436,436,"Wieso tust Du dir das an?","Apache 207","german hip hop","1969-12-31",134,48,86,-7,12,46,176,29,6,79,"germany"
"437",437,437,"Merry Xmas Everybody","Slade","album rock","1969-12-31",130,80,41,-3,18,47,223,22,4,79,"germany"
"438",438,438,"110","Capital Bra","german hip hop","1969-12-31",179,75,48,-5,10,42,195,53,43,76,"germany"
"439",439,439,"Nur zur Info","Ufo361","german cloud rap","1969-12-31",89,37,73,-12,11,23,142,17,44,75,"germany"
"440",440,440,"Mit Dir","Loredana","kosovan pop","1969-12-31",196,53,75,-6,6,64,158,16,34,75,"germany"
"441",441,441,"Christmas Time","Bryan Adams","album rock","1969-12-31",77,58,50,-4,10,32,243,47,3,72,"germany"
"442",442,442,"Keine Liebe","RIN","german cloud rap","1969-12-31",104,80,80,-5,31,57,198,13,4,72,"germany"
"443",443,443,"The Best Side Of Life","Sarah Connor","german pop","1969-12-31",91,63,63,-5,12,55,229,56,3,72,"germany"
"444",444,444,"In der Weihnachtsb�ckerei","Rolf Zuckowski","german pop","1969-12-31",146,45,82,-9,20,92,173,49,4,72,"germany"
"445",445,445,"STAR","Nimo","german hip hop","1969-12-31",108,82,81,-5,17,60,162,38,9,71,"germany"
"446",446,446,"Merry Christmas Everyone","Shakin' Stevens","new wave pop","1969-12-31",102,71,76,-10,8,96,224,16,3,69,"germany"
"447",447,447,"Vor der T�r","Gzuz","deep german hip hop","1969-12-31",101,73,86,-6,10,20,171,2,19,63,"germany"
"448",448,448,"KEIN SCHLAF","Nimo","german hip hop","1969-12-31",174,70,61,-6,12,43,200,31,17,61,"germany"
"449",449,449,"KARMA","Nimo","german hip hop","1969-12-31",160,64,69,-6,33,53,255,14,8,59,"germany"
"450",450,450,"Skifahren","The Cratez","german hip hop","1969-12-31",134,71,72,-7,15,44,163,22,25,51,"germany"
"451",451,451,"Dance Monkey","Tones and I","australian pop","1969-12-31",98,59,82,-6,15,51,209,69,9,100,"colombia"
"452",452,452,"RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop","1969-12-31",105,72,72,-7,24,67,222,3,7,97,"colombia"
"453",453,453,"Tusa","KAROL G","latin","1969-12-31",101,72,80,-3,6,57,201,30,30,96,"colombia"
"454",454,454,"China","Anuel AA","latin","1969-12-31",105,81,79,-4,8,61,302,8,9,94,"colombia"
"455",455,455,"Vete","Bad Bunny","latin","1969-12-31",92,67,89,-4,10,53,192,4,19,94,"colombia"
"456",456,456,"Fantasias","Rauw Alejandro","latin","1969-12-31",94,70,88,-4,6,79,200,14,7,93,"colombia"
"457",457,457,"LA CANCI�N","J Balvin","latin","1969-12-31",176,65,75,-6,11,43,243,15,32,93,"colombia"
"458",458,458,"Callaita","Bad Bunny","latin","1969-12-31",176,62,61,-5,24,24,251,60,31,92,"colombia"
"459",459,459,"Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton","1969-12-31",80,84,73,-5,18,62,271,2,7,92,"colombia"
"460",460,460,"Whine Up","Nicky Jam","latin","1969-12-31",105,67,82,-6,10,66,215,5,8,91,"colombia"
"461",461,461,"Que Tire Pa Lante","Daddy Yankee","latin","1969-12-31",94,90,66,-3,12,71,211,5,4,91,"colombia"
"462",462,462,"Quizas","Rich Music LTD","reggaeton","1969-12-31",176,82,73,-2,23,68,216,3,15,90,"colombia"
"463",463,463,"Indeciso","Reik","latin","1969-12-31",95,75,74,-5,11,90,217,18,5,90,"colombia"
"464",464,464,"Tutu","Camilo","colombian pop","1969-12-31",146,83,73,-3,7,94,179,27,5,90,"colombia"
"465",465,465,"Si Te Vas","Sech","panamanian pop","1969-12-31",174,64,73,-4,14,55,205,9,13,90,"colombia"
"466",466,466,"Aventura","Lunay","latin","1969-12-31",92,73,73,-3,10,88,217,22,4,90,"colombia"
"467",467,467,"Hola - Remix","Dalex","latin","1969-12-31",182,67,65,-6,8,34,250,47,31,89,"colombia"
"468",468,468,"Se�orita","Shawn Mendes","canadian pop","1969-12-31",117,55,76,-6,8,75,191,4,3,89,"colombia"
"469",469,469,"No Me Conoce - Remix","Jhay Cortez","latin","1969-12-31",92,79,81,-4,9,58,309,14,7,88,"colombia"
"470",470,470,"QUE PRETENDES","J Balvin","latin","1969-12-31",93,79,64,-4,36,94,222,3,25,88,"colombia"
"471",471,471,"Con Altura","ROSAL�A","r&b en espanol","1969-12-31",98,69,88,-4,5,75,162,39,12,88,"colombia"
"472",472,472,"0.95833333333333337","Maluma","latin","1969-12-31",96,71,78,-5,9,68,176,22,28,88,"colombia"
"473",473,473,"Blanco","J Balvin","latin","1969-12-31",100,71,87,-5,9,59,146,3,13,87,"colombia"
"474",474,474,"Qu� Pena","Maluma","latin","1969-12-31",126,66,64,-6,34,86,213,10,36,87,"colombia"
"475",475,475,"Pa' Olvidarme De Ella","Piso 21","colombian pop","1969-12-31",90,54,73,-5,14,64,227,26,5,87,"colombia"
"476",476,476,"Bellaquita - Remix","Dalex","latin","1969-12-31",166,72,80,-4,18,76,305,14,8,87,"colombia"
"477",477,477,"Sigues Con El","Dimelo Flow","latin","1969-12-31",88,67,88,-3,7,68,227,11,11,83,"colombia"
"478",478,478,"Loco","Be�le",NA,"1969-12-31",105,56,82,-6,5,77,204,16,17,82,"colombia"
"479",479,479,"Soltera - Remix","Lunay","latin","1969-12-31",92,78,80,-4,44,80,266,36,4,80,"colombia"
"480",480,480,"Alguien Me Gusta","Andy Rivera","latin","1969-12-31",93,52,67,-4,37,81,169,45,4,70,"colombia"
"481",481,481,"Dulce Pecado","Jessi Uribe","colombian pop","1969-12-31",176,51,64,-4,13,77,175,61,5,63,"colombia"
"482",482,482,"En Barranquilla Me Quedo","Joe Arroyo","cumbia","1969-12-31",104,79,62,-6,9,75,312,18,5,63,"colombia"
"483",483,483,"Los sabanales","Calixto Ochoa","cumbia","1969-12-31",124,70,80,-6,3,78,162,10,4,58,"colombia"
"484",484,484,"Traicionera","Pastor Lopez","cumbia","1969-12-31",130,59,78,-5,19,96,215,53,4,55,"colombia"
"485",485,485,"La Noche","Joe Arroyo","cumbia","1969-12-31",106,68,73,-5,6,83,264,25,4,55,"colombia"
"486",486,486,"Adonay","Rodolfo Aicardi","classic colombian pop","1969-12-31",118,66,76,-6,6,97,187,67,5,54,"colombia"
"487",487,487,"El Hijo Ausente","Pastor Lopez","cumbia","1969-12-31",107,73,76,-6,13,85,173,63,6,54,"colombia"
"488",488,488,"Tabaco y Ron","Rodolfo Aicardi","classic colombian pop","1969-12-31",103,77,76,-7,11,96,243,18,4,54,"colombia"
"489",489,489,"Aventurero","Yeison Jimenez","colombian pop","1969-12-31",93,63,85,-4,13,90,190,51,3,54,"colombia"
"490",490,490,"Loquito por Ti","Armando Hernandez","chicha","1969-12-31",107,76,79,-4,5,86,287,41,12,54,"colombia"
"491",491,491,"Las Cuatro Fiestas","Diomedes Diaz","cumbia","1969-12-31",131,92,51,-5,15,97,275,16,26,54,"colombia"
"492",492,492,"Cari�ito","Rodolfo Aicardi","classic colombian pop","1969-12-31",106,57,68,-6,8,95,227,82,3,53,"colombia"
"493",493,493,"Golpe Con Golpe","Pastor Lopez","cumbia","1969-12-31",102,62,75,-7,6,97,214,60,6,53,"colombia"
"494",494,494,"Ojitos Hechiceros","Rodolfo Aicardi","classic colombian pop","1969-12-31",107,69,79,-7,14,62,220,11,4,52,"colombia"
"495",495,495,"La Burrita","Los Corraleros De Majagual","cumbia","1969-12-31",127,63,86,-5,8,95,157,46,10,51,"colombia"
"496",496,496,"Daniela","Rodolfo Aicardi","classic colombian pop","1969-12-31",142,56,62,-7,18,93,198,52,3,51,"colombia"
"497",497,497,"V�spera de A�o Nuevo","Guillermo Buitrago","classic colombian pop","1969-12-31",100,83,60,-6,8,98,150,85,13,49,"colombia"
"498",498,498,"El Jornalero (El Hijo de Tuta)","Lisandro Meza","cumbia","1969-12-31",95,72,85,-5,16,96,244,7,6,49,"colombia"
"499",499,499,"Las Cale�as","Pastor Lopez Y Su Combo","cumbia","1969-12-31",204,74,55,-7,8,94,212,34,10,48,"colombia"
"500",500,500,"Sorbito De Champagne - Digitally Remastered Original","Pastor Lopez","cumbia","1969-12-31",112,79,79,-4,4,70,211,64,4,45,"colombia"
"501",501,501,"Dance Monkey","Tones and I","australian pop","1969-12-31",98,59,82,-6,15,51,209,69,9,100,"chile"
"502",502,502,"All I Want for Christmas Is You","Mariah Carey","dance pop","1969-12-31",150,63,34,-7,7,35,241,16,4,98,"chile"
"503",503,503,"RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop","1969-12-31",105,72,72,-7,24,67,222,3,7,97,"chile"
"504",504,504,"Tusa","KAROL G","latin","1969-12-31",101,72,80,-3,6,57,201,30,30,96,"chile"
"505",505,505,"Vete","Bad Bunny","latin","1969-12-31",92,67,89,-4,10,53,192,4,19,94,"chile"
"506",506,506,"China","Anuel AA","latin","1969-12-31",105,81,79,-4,8,61,302,8,9,94,"chile"
"507",507,507,"Fantasias","Rauw Alejandro","latin","1969-12-31",94,70,88,-4,6,79,200,14,7,93,"chile"
"508",508,508,"LA CANCI�N","J Balvin","latin","1969-12-31",176,65,75,-6,11,43,243,15,32,93,"chile"
"509",509,509,"Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton","1969-12-31",80,84,73,-5,18,62,271,2,7,92,"chile"
"510",510,510,"Callaita","Bad Bunny","latin","1969-12-31",176,62,61,-5,24,24,251,60,31,92,"chile"
"511",511,511,"Jingle Bell Rock","Bobby Helms","adult standards","1969-12-31",120,42,75,-8,7,81,131,64,4,92,"chile"
"512",512,512,"Whine Up","Nicky Jam","latin","1969-12-31",105,67,82,-6,10,66,215,5,8,91,"chile"
"513",513,513,"Que Tire Pa Lante","Daddy Yankee","latin","1969-12-31",94,90,66,-3,12,71,211,5,4,91,"chile"
"514",514,514,"Aventura","Lunay","latin","1969-12-31",92,73,73,-3,10,88,217,22,4,90,"chile"
"515",515,515,"Quizas","Rich Music LTD","reggaeton","1969-12-31",176,82,73,-2,23,68,216,3,15,90,"chile"
"516",516,516,"Si Te Vas","Sech","panamanian pop","1969-12-31",174,64,73,-4,14,55,205,9,13,90,"chile"
"517",517,517,"Tutu","Camilo","colombian pop","1969-12-31",146,83,73,-3,7,94,179,27,5,90,"chile"
"518",518,518,"Yo x Ti, Tu x Mi","ROSAL�A","r&b en espanol","1969-12-31",92,76,78,-3,14,58,201,46,23,90,"chile"
"519",519,519,"Hola - Remix","Dalex","latin","1969-12-31",182,67,65,-6,8,34,250,47,31,89,"chile"
"520",520,520,"No Me Conoce - Remix","Jhay Cortez","latin","1969-12-31",92,79,81,-4,9,58,309,14,7,88,"chile"
"521",521,521,"DJ No Pare (feat. Zion, Dalex, Lenny Tav�rez) - Remix","Justin Quiles","latin","1969-12-31",170,71,74,-4,8,83,259,5,9,88,"chile"
"522",522,522,"Otro Trago - Remix","Sech","panamanian pop","1969-12-31",176,79,73,-2,6,76,288,7,20,88,"chile"
"523",523,523,"QUE PRETENDES","J Balvin","latin","1969-12-31",93,79,64,-4,36,94,222,3,25,88,"chile"
"524",524,524,"Bellaquita - Remix","Dalex","latin","1969-12-31",166,72,80,-4,18,76,305,14,8,87,"chile"
"525",525,525,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dimelo Flow","latin","1969-12-31",88,65,75,-3,11,48,233,11,7,85,"chile"
"526",526,526,"Si Se Da - Remix","Myke Towers","latin","1969-12-31",94,67,82,-6,13,77,332,44,30,85,"chile"
"527",527,527,"Cuerpo en Venta","Noriel","latin","1969-12-31",92,60,70,-6,10,41,254,16,30,85,"chile"
"528",528,528,"Feliz Navidad","Jos� Feliciano","latin pop","1969-12-31",149,86,49,-7,35,96,182,53,4,85,"chile"
"529",529,529,"Verte Ir","DJ Luian","latin","1969-12-31",96,65,86,-4,8,55,268,39,10,85,"chile"
"530",530,530,"Fantas�a","Ozuna","latin","1969-12-31",180,72,70,-6,9,78,175,23,9,84,"chile"
"531",531,531,"It's Beginning to Look a Lot like Christmas","Michael Bubl�","adult standards","1969-12-31",93,22,33,-11,34,36,207,88,3,84,"chile"
"532",532,532,"Sigues Con El","Dimelo Flow","latin","1969-12-31",88,67,88,-3,7,68,227,11,11,83,"chile"
"533",533,533,"105 F Remix","KEVVO","perreo","1969-12-31",100,75,90,-7,29,74,464,37,16,83,"chile"
"534",534,534,"B11 (feat. Myke Towers)","Rvssian","latin","1969-12-31",100,72,76,-5,13,20,252,7,12,83,"chile"
"535",535,535,"Perreo en La Luna","Rich Music LTD","reggaeton","1969-12-31",174,76,71,-4,37,72,219,27,29,83,"chile"
"536",536,536,"Holly Jolly Christmas","Michael Bubl�","adult standards","1969-12-31",151,43,61,-9,9,74,122,86,4,82,"chile"
"537",537,537,"Piensan","Myke Towers","latin","1969-12-31",172,72,68,-4,11,79,173,54,6,82,"chile"
"538",538,538,"No Te Deb� Besar","C. Tangana","trap espanol","1969-12-31",75,68,67,-6,18,62,183,13,32,82,"chile"
"539",539,539,"Si Supieras","Daddy Yankee","latin","1969-12-31",184,89,69,-2,10,62,242,29,12,82,"chile"
"540",540,540,"Coronao Now","El Alfa","dembow","1969-12-31",118,73,94,-8,18,72,218,15,25,81,"chile"
"541",541,541,"Soltera - Remix","Lunay","latin","1969-12-31",92,78,80,-4,44,80,266,36,4,80,"chile"
"542",542,542,"Imaginaste - Remix","Jhay Cortez","latin","1969-12-31",90,71,85,-5,34,60,247,4,9,79,"chile"
"543",543,543,"Piropo","Noriel","latin","1969-12-31",94,75,87,-6,4,77,220,12,7,78,"chile"
"544",544,544,"Infeliz","Arcangel","latin","1969-12-31",176,80,71,-3,25,72,221,37,22,74,"chile"
"545",545,545,"La Cama","Lunay","latin","1969-12-31",174,90,70,-3,18,82,189,20,6,74,"chile"
"546",546,546,"Mami","Paloma Mami","latin pop","1969-12-31",95,72,80,-6,17,51,195,15,5,73,"chile"
"547",547,547,"Santa Claus Lleg� a La Ciudad","Luis Miguel","bolero","1969-12-31",170,85,52,-2,33,72,116,38,19,70,"chile"
"548",548,548,"Navidad, Navidad","Luis Miguel","bolero","1969-12-31",173,84,52,-4,16,75,155,36,15,69,"chile"
"549",549,549,"Alg�n D�a Volveras","Santaferia","cumbia chilena","1969-12-31",94,71,65,-4,5,69,254,37,3,68,"chile"
"550",550,550,"Blanca Navidad","Luis Miguel","bolero","1969-12-31",90,40,36,-11,7,18,212,73,3,67,"chile"
"551",551,551,"Dance Monkey","Tones and I","australian pop","1969-12-31",98,59,82,-6,15,51,209,69,9,100,"spain"
"552",552,552,"ROXANNE","Arizona Zervas","pop rap","1969-12-31",117,60,62,-6,46,46,164,5,15,99,"spain"
"553",553,553,"All I Want for Christmas Is You","Mariah Carey","dance pop","1969-12-31",150,63,34,-7,7,35,241,16,4,98,"spain"
"554",554,554,"RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop","1969-12-31",105,72,72,-7,24,67,222,3,7,97,"spain"
"555",555,555,"Tusa","KAROL G","latin","1969-12-31",101,72,80,-3,6,57,201,30,30,96,"spain"
"556",556,556,"Santa Tell Me","Ariana Grande","dance pop","1969-12-31",192,62,53,-7,29,59,204,5,12,95,"spain"
"557",557,557,"Vete","Bad Bunny","latin","1969-12-31",92,67,89,-4,10,53,192,4,19,94,"spain"
"558",558,558,"China","Anuel AA","latin","1969-12-31",105,81,79,-4,8,61,302,8,9,94,"spain"
"559",559,559,"Fantasias","Rauw Alejandro","latin","1969-12-31",94,70,88,-4,6,79,200,14,7,93,"spain"
"560",560,560,"Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton","1969-12-31",80,84,73,-5,18,62,271,2,7,92,"spain"
"561",561,561,"Callaita","Bad Bunny","latin","1969-12-31",176,62,61,-5,24,24,251,60,31,92,"spain"
"562",562,562,"Whine Up","Nicky Jam","latin","1969-12-31",105,67,82,-6,10,66,215,5,8,91,"spain"
"563",563,563,"Indeciso","Reik","latin","1969-12-31",95,75,74,-5,11,90,217,18,5,90,"spain"
"564",564,564,"Aventura","Lunay","latin","1969-12-31",92,73,73,-3,10,88,217,22,4,90,"spain"
"565",565,565,"Yo x Ti, Tu x Mi","ROSAL�A","r&b en espanol","1969-12-31",92,76,78,-3,14,58,201,46,23,90,"spain"
"566",566,566,"Si Te Vas","Sech","panamanian pop","1969-12-31",174,64,73,-4,14,55,205,9,13,90,"spain"
"567",567,567,"Quizas","Rich Music LTD","reggaeton","1969-12-31",176,82,73,-2,23,68,216,3,15,90,"spain"
"568",568,568,"Hola - Remix","Dalex","latin","1969-12-31",182,67,65,-6,8,34,250,47,31,89,"spain"
"569",569,569,"DJ No Pare (feat. Zion, Dalex, Lenny Tav�rez) - Remix","Justin Quiles","latin","1969-12-31",170,71,74,-4,8,83,259,5,9,88,"spain"
"570",570,570,"Otro Trago - Remix","Sech","panamanian pop","1969-12-31",176,79,73,-2,6,76,288,7,20,88,"spain"
"571",571,571,"No Me Conoce - Remix","Jhay Cortez","latin","1969-12-31",92,79,81,-4,9,58,309,14,7,88,"spain"
"572",572,572,"Con Altura","ROSAL�A","r&b en espanol","1969-12-31",98,69,88,-4,5,75,162,39,12,88,"spain"
"573",573,573,"Blanco","J Balvin","latin","1969-12-31",100,71,87,-5,9,59,146,3,13,87,"spain"
"574",574,574,"Bellaquita - Remix","Dalex","latin","1969-12-31",166,72,80,-4,18,76,305,14,8,87,"spain"
"575",575,575,"Last Christmas","Wham!","new wave pop","1969-12-31",108,48,74,-12,36,95,263,19,3,85,"spain"
"576",576,576,"Te Quemaste","Manuel Turizo","colombian pop","1969-12-31",176,77,73,-2,29,72,199,61,13,85,"spain"
"577",577,577,"Que Calor (feat. J Balvin & El Alfa)","Major Lazer","dance pop","1969-12-31",126,89,80,-4,29,46,170,4,7,85,"spain"
"578",578,578,"Feliz Navidad","Jos� Feliciano","latin pop","1969-12-31",149,86,49,-7,35,96,182,53,4,85,"spain"
"579",579,579,"Alocao (With Bad Gyal)","Omar Montes","trap espanol","1969-12-31",178,75,67,-5,11,70,209,21,6,84,"spain"
"580",580,580,"Fantas�a","Ozuna","latin","1969-12-31",180,72,70,-6,9,78,175,23,9,84,"spain"
"581",581,581,"It's Beginning to Look a Lot like Christmas","Michael Bubl�","adult standards","1969-12-31",93,22,33,-11,34,36,207,88,3,84,"spain"
"582",582,582,"Sigues Con El","Dimelo Flow","latin","1969-12-31",88,67,88,-3,7,68,227,11,11,83,"spain"
"583",583,583,"B11 (feat. Myke Towers)","Rvssian","latin","1969-12-31",100,72,76,-5,13,20,252,7,12,83,"spain"
"584",584,584,"Perreo en La Luna","Rich Music LTD","reggaeton","1969-12-31",174,76,71,-4,37,72,219,27,29,83,"spain"
"585",585,585,"105 F Remix","KEVVO","perreo","1969-12-31",100,75,90,-7,29,74,464,37,16,83,"spain"
"586",586,586,"Easy - Remix","Jhay Cortez","latin","1969-12-31",94,75,89,-4,15,44,220,19,9,81,"spain"
"587",587,587,"Hasta Que Salga el Sol","Ozuna","latin","1969-12-31",96,82,83,-5,13,60,188,2,7,81,"spain"
"588",588,588,"Contando Lunares (feat. Cruz Cafun�)","Don Patricio","trap espanol","1969-12-31",106,52,86,-10,5,71,220,44,13,81,"spain"
"589",589,589,"Rueda","Chimbala","dembow","1969-12-31",130,92,89,-2,5,96,211,17,9,78,"spain"
"590",590,590,"La Rubia - Remix 2","La Nueva Escuela","dembow","1969-12-31",110,72,76,-4,38,75,211,32,13,77,"spain"
"591",591,591,"A D�nde Vamos","Morat","colombian pop","1969-12-31",149,61,63,-13,23,96,203,1,4,77,"spain"
"592",592,592,"+","Aitana","latin pop","1969-12-31",160,67,56,-4,12,68,219,11,3,76,"spain"
"593",593,593,"Zorra","Bad Gyal","rap catalan","1969-12-31",176,65,64,-7,8,74,186,68,19,76,"spain"
"594",594,594,"Prend�o","Rvfv","trap espanol","1969-12-31",125,54,83,-10,13,90,190,17,9,76,"spain"
"595",595,595,"Se iluminaba","Fred De Palma","italian arena pop","1969-12-31",124,69,79,-5,7,62,174,8,6,74,"spain"
"596",596,596,"La Cama","Lunay","latin","1969-12-31",174,90,70,-3,18,82,189,20,6,74,"spain"
"597",597,597,"Si por mi fuera","Beret","spanish hip hop","1969-12-31",150,75,70,-6,10,88,209,3,3,73,"spain"
"598",598,598,"Fuera De Mi Mente","L�rica","spanish pop","1969-12-31",94,94,74,-2,5,70,181,17,10,73,"spain"
"599",599,599,"Goteo","Duki","argentine hip hop","1969-12-31",108,78,47,-4,19,44,164,19,4,73,"spain"
"600",600,600,"Prendio - Remix","Rvfv","trap espanol","1969-12-31",125,76,75,-6,8,75,191,19,6,61,"spain"
"601",601,601,"ROXANNE","Arizona Zervas","pop rap","1969-12-31",117,60,62,-6,46,46,164,5,15,99,"usa"
"602",602,602,"Circles","Post Malone","dfw rap","1969-12-31",120,76,70,-3,9,55,215,19,4,99,"usa"
"603",603,603,"All I Want for Christmas Is You","Mariah Carey","dance pop","1969-12-31",150,63,34,-7,7,35,241,16,4,98,"usa"
"604",604,604,"Falling","Trevor Daniel","alternative r&b","1969-12-31",127,43,78,-9,9,24,159,12,4,97,"usa"
"605",605,605,"Santa Tell Me","Ariana Grande","dance pop","1969-12-31",192,62,53,-7,29,59,204,5,12,95,"usa"
"606",606,606,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD","chicago rap","1969-12-31",180,63,47,-6,13,43,189,7,34,94,"usa"
"607",607,607,"Rockin' Around The Christmas Tree","Brenda Lee","adult standards","1969-12-31",67,47,59,-9,51,90,126,61,5,93,"usa"
"608",608,608,"Jingle Bell Rock","Bobby Helms","adult standards","1969-12-31",120,42,75,-8,7,81,131,64,4,92,"usa"
"609",609,609,"It's the Most Wonderful Time of the Year","Andy Williams","adult standards","1969-12-31",202,60,24,-8,12,78,152,77,4,92,"usa"
"610",610,610,"Happy Xmas (War Is Over) - Remastered","John Lennon","album rock","1969-12-31",147,61,33,-11,77,40,214,32,3,92,"usa"
"611",611,611,"Mistletoe","Justin Bieber","canadian pop","1969-12-31",162,56,66,-9,8,85,183,50,5,92,"usa"
"612",612,612,"BOP","DaBaby","nc hip hop","1969-12-31",127,79,77,-4,13,84,160,19,37,92,"usa"
"613",613,613,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","adult standards","1969-12-31",142,26,65,-13,36,84,155,90,6,91,"usa"
"614",614,614,"Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney","album rock","1969-12-31",95,51,77,-9,7,77,228,32,3,91,"usa"
"615",615,615,"Futsal Shuffle 2020","Lil Uzi Vert","melodic rap","1969-12-31",137,46,88,-8,23,30,199,3,16,90,"usa"
"616",616,616,"The Christmas Song (Merry Christmas To You)","Nat King Cole","adult standards","1969-12-31",79,21,32,-15,14,21,192,92,3,89,"usa"
"617",617,617,"White Christmas","Bing Crosby","adult standards","1969-12-31",131,16,32,-16,34,25,177,67,4,89,"usa"
"618",618,618,"The Box","Roddy Ricch","melodic rap","1969-12-31",117,59,90,-7,79,64,197,10,6,89,"usa"
"619",619,619,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin","adult standards","1969-12-31",134,24,45,-14,18,70,117,91,4,89,"usa"
"620",620,620,"Have Yourself A Merry Little Christmas","Sam Smith","pop","1969-12-31",75,18,44,-9,32,34,171,96,4,89,"usa"
"621",621,621,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como","adult standards","1969-12-31",113,28,73,-12,12,72,156,76,6,88,"usa"
"622",622,622,"Underneath the Tree","Kelly Clarkson","dance pop","1969-12-31",160,81,51,-5,21,69,230,0,5,88,"usa"
"623",623,623,"Christmas (Baby Please Come Home)","Mariah Carey","dance pop","1969-12-31",127,78,57,-7,11,70,153,2,3,88,"usa"
"624",624,624,"Do They Know It's Christmas? - 1984 Version","Band Aid",NA,"1969-12-31",115,64,60,-7,10,35,223,16,4,87,"usa"
"625",625,625,"Blue Christmas","Elvis Presley","adult standards","1969-12-31",95,27,47,-17,14,58,129,90,4,87,"usa"
"626",626,626,"Run Rudolph Run - Single Version","Chuck Berry","blues rock","1969-12-31",152,72,68,-11,8,96,166,81,9,87,"usa"
"627",627,627,"Like It's Christmas","Jonas Brothers","boy band","1969-12-31",146,57,73,-6,5,61,201,2,10,87,"usa"
"628",628,628,"Santa Baby","Ariana Grande","dance pop","1969-12-31",96,78,75,-6,28,77,171,5,14,87,"usa"
"629",629,629,"Last Christmas","Wham!","new wave pop","1969-12-31",108,48,74,-12,36,95,263,19,3,85,"usa"
"630",630,630,"Feliz Navidad","Jos� Feliciano","latin pop","1969-12-31",149,86,49,-7,35,96,182,53,4,85,"usa"
